Trait	Chromosome	Marker	Position	LOD	R2(H0:H1)	TR2(H0:H1)	Additive	S1	Pop	Color	Sig_LOD	Sig
1	3	93	102.36	4.216229	0.06157	0.508282	-1.717146	14.180327	Mo17	1	3.246359938116445	TRUE
1	3	93	103.36	4.270367	0.067383	0.514095	-1.79742	15.14892	Mo17	1	3.246359938116445	TRUE
1	3	93	104.36	3.65674	0.057894	0.504606	-1.663792	16.667938	Mo17	1	3.246359938116445	TRUE
1	3	94	104.56	3.379664	0.049819	0.496531	-1.541635	20.76126	Mo17	1	3.246359938116445	TRUE
1	4	46	53.7	3.340573	0.044174	0.557728	1.511527	1.41998	Mo17	0	3.246359938116445	TRUE
1	4	47	54.02	3.503834	0.045375	0.558929	1.534728	1.365782	Mo17	0	3.246359938116445	TRUE
1	4	47	55.02	3.594048	0.047126	0.56068	1.565531	1.431327	Mo17	0	3.246359938116445	TRUE
1	4	47	56.02	3.657611	0.047893	0.561447	1.582982	1.372205	Mo17	0	3.246359938116445	TRUE
1	4	47	57.02	3.700593	0.047941	0.561495	1.591083	1.198297	Mo17	0	3.246359938116445	TRUE
1	4	48	57.32	3.746722	0.048538	0.562092	1.604953	1.129394	Mo17	0	3.246359938116445	TRUE
1	4	50	57.66	4.583648	0.059161	0.572716	1.804593	0.905541	Mo17	0	3.246359938116445	TRUE
1	4	51	58.34	3.867936	0.049776	0.56333	1.640232	0.984795	Mo17	0	3.246359938116445	TRUE
1	4	52	58.9	3.8873	0.050281	0.563835	1.649301	0.973177	Mo17	0	3.246359938116445	TRUE
1	4	53	59.51	3.827745	0.049906	0.56346	1.658093	3.695552	Mo17	0	3.246359938116445	TRUE
1	4	55	60.37	4.517256	0.058119	0.571674	1.779029	1.101302	Mo17	0	3.246359938116445	TRUE
1	4	55	61.37	4.675563	0.061777	0.575332	1.833025	1.323579	Mo17	0	3.246359938116445	TRUE
1	4	55	62.37	4.702734	0.062076	0.575631	1.835465	1.472609	Mo17	0	3.246359938116445	TRUE
1	4	55	63.37	4.607775	0.059411	0.572965	1.791994	1.595941	Mo17	0	3.246359938116445	TRUE
1	4	56	63.62	4.555748	0.058094	0.571648	1.771606	1.648616	Mo17	0	3.246359938116445	TRUE
1	4	57	63.74	4.448036	0.056806	0.57036	1.76567	1.492692	Mo17	0	3.246359938116445	TRUE
1	4	58	64.35	4.309457	0.055155	0.568709	1.741978	1.552677	Mo17	0	3.246359938116445	TRUE
1	4	58	65.35	3.8863	0.051355	0.564909	1.668622	1.763505	Mo17	0	3.246359938116445	TRUE
1	4	59	65.53	3.715124	0.048019	0.561573	1.609932	1.823891	Mo17	0	3.246359938116445	TRUE
1	4	60	66.9	3.283633	0.044607	0.558161	1.569112	6.552173	Mo17	0	3.246359938116445	TRUE
1	4	60	67.9	3.466736	0.046188	0.559742	1.601568	6.450598	Mo17	0	3.246359938116445	TRUE
1	4	61	68.58	3.529955	0.045741	0.559296	1.595607	6.088966	Mo17	0	3.246359938116445	TRUE
1	4	61	69.58	4.766284	0.061509	0.575063	1.836191	7.251121	Mo17	0	3.246359938116445	TRUE
1	4	62	69.82	4.960754	0.062958	0.576512	1.856267	7.423811	Mo17	0	3.246359938116445	TRUE
1	4	62	70.82	4.6692	0.06308	0.576634	1.843431	8.150982	Mo17	0	3.246359938116445	TRUE
1	4	63	71.53	4.002984	0.051437	0.564991	1.64815	7.28067	Mo17	0	3.246359938116445	TRUE
1	4	63	72.53	3.887592	0.05161	0.565164	1.641315	8.043292	Mo17	0	3.246359938116445	TRUE
1	4	63	73.53	3.635133	0.04889	0.562444	1.585158	8.384	Mo17	0	3.246359938116445	TRUE
1	4	64	74.04	3.488387	0.045285	0.558839	1.511731	9.223646	Mo17	0	3.246359938116445	TRUE
1	4	65	74.08	3.75906	0.048656	0.56221	1.56015	10.458253	Mo17	0	3.246359938116445	TRUE
1	4	66	74.18	3.9126	0.050397	0.563951	1.582957	11.074042	Mo17	0	3.246359938116445	TRUE
1	4	66	75.18	4.251247	0.055784	0.569338	1.658259	12.959591	Mo17	0	3.246359938116445	TRUE
1	4	66	76.18	4.49134	0.058207	0.571761	1.688067	13.639702	Mo17	0	3.246359938116445	TRUE
1	4	67	76.91	4.596952	0.058625	0.572179	1.689886	13.452509	Mo17	0	3.246359938116445	TRUE
1	4	68	76.98	4.428921	0.056598	0.570152	1.653501	12.836334	Mo17	0	3.246359938116445	TRUE
1	4	68	77.98	4.771082	0.061535	0.575089	1.720741	14.957007	Mo17	0	3.246359938116445	TRUE
1	4	69	78.59	4.879221	0.062171	0.575725	1.728285	14.778	Mo17	0	3.246359938116445	TRUE
1	4	69	79.59	4.680303	0.063595	0.57715	1.752179	13.989895	Mo17	0	3.246359938116445	TRUE
1	4	70	79.96	4.228936	0.054893	0.568448	1.627	12.436252	Mo17	0	3.246359938116445	TRUE
1	4	70	80.96	3.981186	0.053244	0.566798	1.595645	12.641643	Mo17	0	3.246359938116445	TRUE
1	4	71	81.71	3.614474	0.046735	0.56029	1.496024	11.854911	Mo17	0	3.246359938116445	TRUE
1	4	72	82.64	3.906327	0.050529	0.564083	1.556363	11.840307	Mo17	0	3.246359938116445	TRUE
1	4	72	83.64	4.412733	0.057477	0.571032	1.657885	11.145731	Mo17	0	3.246359938116445	TRUE
1	4	73	83.88	4.393528	0.056201	0.569755	1.638598	10.689546	Mo17	0	3.246359938116445	TRUE
1	4	73	84.88	4.669739	0.060546	0.5741	1.700095	12.549894	Mo17	0	3.246359938116445	TRUE
1	4	74	85.45	4.685493	0.059677	0.573231	1.687599	12.530382	Mo17	0	3.246359938116445	TRUE
1	4	74	86.45	4.816992	0.063817	0.577372	1.74048	14.045439	Mo17	0	3.246359938116445	TRUE
1	4	74	87.45	4.740799	0.062949	0.576503	1.724688	14.300693	Mo17	0	3.246359938116445	TRUE
1	4	75	88.32	4.480663	0.057271	0.570825	1.644427	13.73464	Mo17	0	3.246359938116445	TRUE
1	4	76	88.64	3.787291	0.048832	0.562386	1.522215	12.057016	Mo17	0	3.246359938116445	TRUE
1	4	78	90.2	3.419068	0.044304	0.557858	1.451565	12.634053	Mo17	0	3.246359938116445	TRUE
1	4	78	91.2	3.80544	0.04916	0.562714	1.517006	14.245058	Mo17	0	3.246359938116445	TRUE
1	4	79	91.27	3.821849	0.049307	0.562861	1.518824	14.296177	Mo17	0	3.246359938116445	TRUE
1	4	79	92.27	3.715472	0.048898	0.562452	1.511389	14.313556	Mo17	0	3.246359938116445	TRUE
1	4	80	92.97	3.499834	0.045413	0.558967	1.455548	13.009064	Mo17	0	3.246359938116445	TRUE
1	4	82	94.04	3.349116	0.044733	0.558287	1.447917	12.370539	Mo17	0	3.246359938116445	TRUE
1	4	83	96.29	3.985162	0.052777	0.566332	1.566411	13.945023	Mo17	0	3.246359938116445	TRUE
1	4	85	96.63	4.234842	0.054299	0.567853	1.589142	13.98204	Mo17	0	3.246359938116445	TRUE
1	4	86	96.94	3.865132	0.049807	0.563362	1.521614	14.333634	Mo17	0	3.246359938116445	TRUE
1	4	87	97.53	3.567793	0.046142	0.559696	1.466615	13.743022	Mo17	0	3.246359938116445	TRUE
1	4	87	98.53	3.495246	0.045902	0.559457	1.46019	13.508825	Mo17	0	3.246359938116445	TRUE
1	4	88	98.86	3.401762	0.044063	0.557617	1.430484	12.861411	Mo17	0	3.246359938116445	TRUE
1	4	88	99.86	3.284672	0.042653	0.556207	1.410749	12.289482	Mo17	0	3.246359938116445	TRUE
1	4	89	99.94	3.270757	0.042449	0.556003	1.407896	12.184133	Mo17	0	3.246359938116445	TRUE
1	4	93	104.55	3.363958	0.043713	0.557267	1.426478	10.116357	Mo17	0	3.246359938116445	TRUE
1	4	94	104.68	3.36963	0.043914	0.557468	1.429778	10.149906	Mo17	0	3.246359938116445	TRUE
1	5	39	44.65	5.085535	0.087387	0.436184	2.018767	2.7889370000000002	Mo17	1	3.246359938116445	TRUE
1	5	39	45.65	5.181871	0.08866	0.437456	2.033658	2.715256	Mo17	1	3.246359938116445	TRUE
1	5	40	46.18	5.232175	0.089126	0.437922	2.039264	2.668383	Mo17	1	3.246359938116445	TRUE
1	5	41	47.07	5.91451	0.099179	0.447976	2.148626	2.576846	Mo17	1	3.246359938116445	TRUE
1	5	41	48.07	6.946961	0.115686	0.464483	2.321551	3.45043	Mo17	1	3.246359938116445	TRUE
1	5	42	48.32	7.13375	0.117627	0.466423	2.341607	3.496914	Mo17	1	3.246359938116445	TRUE
1	5	42	49.32	7.323467	0.120883	0.469679	2.3685330000000002	3.705265	Mo17	1	3.246359938116445	TRUE
1	5	43	49.57	7.351042	0.121156	0.469953	2.370873	3.586003	Mo17	1	3.246359938116445	TRUE
1	5	44	50.51	7.734192	0.126915	0.475711	2.429203	3.7859950000000002	Mo17	1	3.246359938116445	TRUE
1	5	45	51.44	8.193336	0.133314	0.48211	2.499551	4.29781	Mo17	1	3.246359938116445	TRUE
1	5	47	52.36	9.985387	0.158476	0.507272	2.714189	5.71208	Mo17	1	3.246359938116445	TRUE
1	5	47	53.36	10.485803	0.169412	0.518208	2.806175	6.458357	Mo17	1	3.246359938116445	TRUE
1	5	47	54.36	10.570504	0.169452	0.518249	2.807647	6.701988	Mo17	1	3.246359938116445	TRUE
1	5	48	54.69	10.451577	0.164756	0.513552	2.769271	7.221709	Mo17	1	3.246359938116445	TRUE
1	5	49	54.94	10.451882	0.164789	0.513585	2.769528	7.22197	Mo17	1	3.246359938116445	TRUE
1	5	51	55.82	10.39506	0.164028	0.512825	2.765559	7.380554	Mo17	1	3.246359938116445	TRUE
1	5	51	56.82	10.014909	0.16074	0.509536	2.743006	7.03412	Mo17	1	3.246359938116445	TRUE
1	5	54	57.13	9.758796	0.155258	0.504055	2.700218	6.467174	Mo17	1	3.246359938116445	TRUE
1	5	55	57.53	9.753369	0.155226	0.504022	2.699901	6.477187	Mo17	1	3.246359938116445	TRUE
1	5	55	58.53	9.0157	0.146677	0.495473	2.621842	6.897159	Mo17	1	3.246359938116445	TRUE
1	5	56	58.82	8.683681	0.140206	0.489003	2.56345	6.213192	Mo17	1	3.246359938116445	TRUE
1	5	56	59.82	7.680858	0.128535	0.477331	2.455962	6.099534	Mo17	1	3.246359938116445	TRUE
1	5	57	59.93	7.50137	0.124768	0.473565	2.420425	5.689747	Mo17	1	3.246359938116445	TRUE
1	5	57	60.93	6.061688	0.102231	0.451028	2.194705	4.83643	Mo17	1	3.246359938116445	TRUE
1	5	59	60.99	5.9633	0.099881	0.448678	2.169931	4.722892	Mo17	1	3.246359938116445	TRUE
1	5	59	61.99	6.23063	0.105438	0.454234	2.218361	5.591924	Mo17	1	3.246359938116445	TRUE
1	5	60	62.59	6.279795	0.104947	0.453743	2.210791	5.489213	Mo17	1	3.246359938116445	TRUE
1	5	60	63.59	7.333428	0.122789	0.471586	2.395509	6.896611	Mo17	1	3.246359938116445	TRUE
1	5	61	63.62	7.347839	0.122922	0.471718	2.396808	6.911435	Mo17	1	3.246359938116445	TRUE
1	5	61	64.62	7.433921	0.12456	0.473356	2.410187	6.424989	Mo17	1	3.246359938116445	TRUE
3	1	149	166.54	3.962982	0.061225	0.478801	1.318984	3.577159	Mo17	1	3.4050446273866646	TRUE
3	1	150	166.62	4.170067	0.064032	0.481608	1.350619	3.698111	Mo17	1	3.4050446273866646	TRUE
3	1	150	167.62	4.667761	0.072658	0.490234	1.435959	3.648127	Mo17	1	3.4050446273866646	TRUE
3	1	151	168.53	5.055573	0.078237	0.495813	1.490388	3.815643	Mo17	1	3.4050446273866646	TRUE
3	1	153	168.6	4.981748	0.075995	0.493571	1.471299	3.661188	Mo17	1	3.4050446273866646	TRUE
3	1	153	169.6	5.205643	0.080968	0.498544	1.516696	3.983567	Mo17	1	3.4050446273866646	TRUE
3	1	154	170.12	5.099668	0.07733	0.494905	1.479991	4.361575	Mo17	1	3.4050446273866646	TRUE
3	1	154	171.12	5.258749	0.080314	0.497889	1.508461	4.865878	Mo17	1	3.4050446273866646	TRUE
3	1	155	171.36	5.234228	0.079184	0.49676	1.498116	4.670234	Mo17	1	3.4050446273866646	TRUE
3	1	156	172.29	5.747398	0.08643	0.504006	1.569138	5.252496	Mo17	1	3.4050446273866646	TRUE
3	1	157	173.21	5.415411	0.081824	0.4994	1.527843	4.650003	Mo17	1	3.4050446273866646	TRUE
3	1	159	173.9	5.356151	0.082424	0.5	1.531134	5.089791	Mo17	1	3.4050446273866646	TRUE
3	1	159	174.9	6.349852	0.100576	0.518152	1.688136	4.021999	Mo17	1	3.4050446273866646	TRUE
3	1	159	175.9	6.927594	0.105698	0.523273	1.728144	3.697087	Mo17	1	3.4050446273866646	TRUE
3	1	160	176.61	7.196604	0.106609	0.524185	1.734311	3.304128	Mo17	1	3.4050446273866646	TRUE
3	1	160	177.61	5.692586	0.094044	0.511619	1.629871	3.43001	Mo17	1	3.4050446273866646	TRUE
3	1	161	177.86	4.917697	0.077605	0.495181	1.482561	4.094999	Mo17	1	3.4050446273866646	TRUE
3	1	162	178.78	3.859704	0.059555	0.477131	1.297149	6.822873	Mo17	1	3.4050446273866646	TRUE
3	1	163	178.94	3.52533	0.054848	0.472424	1.24552	6.186221	Mo17	1	3.4050446273866646	TRUE
3	2	94	116.65	3.605674	0.056218	0.491909	1.267325	2.812219	Mo17	0	3.4050446273866646	TRUE
3	2	95	117.13	3.686038	0.056236	0.491927	1.269084	2.724117	Mo17	0	3.4050446273866646	TRUE
3	2	96	117.58	3.659546	0.055773	0.491465	1.264441	2.636191	Mo17	0	3.4050446273866646	TRUE
3	2	97	117.97	3.94544	0.059539	0.495231	1.297541	2.430354	Mo17	0	3.4050446273866646	TRUE
3	2	98	118.41	4.123145	0.062459	0.49815	1.329398	2.541778	Mo17	0	3.4050446273866646	TRUE
3	2	98	119.41	5.735002	0.08539	0.521082	1.556401	3.17838	Mo17	0	3.4050446273866646	TRUE
3	2	99	119.73	6.063284	0.087879	0.523571	1.579148	3.252257	Mo17	0	3.4050446273866646	TRUE
3	2	99	120.73	5.601728	0.082711	0.518402	1.535265	3.033784	Mo17	0	3.4050446273866646	TRUE
3	2	100	120.88	5.484183	0.080224	0.515916	1.513529	3.077167	Mo17	0	3.4050446273866646	TRUE
3	2	101	121.6	5.590062	0.081579	0.517271	1.523195	3.313078	Mo17	0	3.4050446273866646	TRUE
3	2	101	122.6	5.667923	0.083699	0.51939	1.548074	3.838422	Mo17	0	3.4050446273866646	TRUE
3	2	102	122.85	5.588586	0.081505	0.517196	1.530882	3.834029	Mo17	0	3.4050446273866646	TRUE
3	2	103	123.77	5.189037	0.076104	0.511795	1.488718	2.521515	Mo17	0	3.4050446273866646	TRUE
3	2	103	124.77	4.714545	0.071214	0.506906	1.446351	2.306902	Mo17	0	3.4050446273866646	TRUE
3	2	104	125.26	4.371273	0.065344	0.501035	1.390031	1.88741	Mo17	0	3.4050446273866646	TRUE
3	2	104	126.26	3.785418	0.057174	0.492866	1.305822	1.749279	Mo17	0	3.4050446273866646	TRUE
3	2	105	126.41	3.674667	0.055006	0.490697	1.282102	1.773852	Mo17	0	3.4050446273866646	TRUE
3	2	106	126.56	3.678439	0.055085	0.490776	1.283537	1.765518	Mo17	0	3.4050446273866646	TRUE
3	2	106	127.56	3.811589	0.05761	0.493301	1.3238	1.616413	Mo17	0	3.4050446273866646	TRUE
3	2	107	127.97	3.803026	0.056854	0.492546	1.320552	1.536107	Mo17	0	3.4050446273866646	TRUE
3	3	81	90.26	3.905752	0.058575	0.506375	-1.306313	2.770904	Mo17	1	3.4050446273866646	TRUE
3	3	82	90.67	4.170596	0.060767	0.508568	-1.331479	2.815486	Mo17	1	3.4050446273866646	TRUE
3	3	82	91.67	4.907647	0.072502	0.520303	-1.4478	3.363316	Mo17	1	3.4050446273866646	TRUE
3	3	83	92.41	5.25492	0.075371	0.523172	-1.472231	3.329185	Mo17	1	3.4050446273866646	TRUE
3	3	83	93.41	5.315817	0.076572	0.524373	-1.480114	3.386603	Mo17	1	3.4050446273866646	TRUE
3	3	84	93.65	5.28667	0.075776	0.523577	-1.471811	3.251231	Mo17	1	3.4050446273866646	TRUE
3	3	84	94.65	4.905961	0.072548	0.520349	-1.440028	2.881231	Mo17	1	3.4050446273866646	TRUE
3	3	85	94.89	4.69469	0.067854	0.515655	-1.393698	2.633105	Mo17	1	3.4050446273866646	TRUE
3	3	86	95.82	5.011497	0.072149	0.51995	-1.45114	3.395858	Mo17	1	3.4050446273866646	TRUE
3	3	87	96.75	3.422476	0.050314	0.498115	-1.216385	2.731329	Mo17	1	3.4050446273866646	TRUE
3	3	87	97.75	3.510277	0.051555	0.499356	-1.227369	2.790017	Mo17	1	3.4050446273866646	TRUE
3	3	88	97.78	3.522122	0.051796	0.499597	-1.230042	2.772807	Mo17	1	3.4050446273866646	TRUE
3	3	89	98.43	3.946979	0.057625	0.505426	-1.29617	2.599931	Mo17	1	3.4050446273866646	TRUE
3	3	90	99.22	4.269173	0.06203	0.509831	-1.340979	3.262487	Mo17	1	3.4050446273866646	TRUE
3	3	90	100.22	4.253733	0.061955	0.509756	-1.338713	3.335621	Mo17	1	3.4050446273866646	TRUE
3	3	92	100.57	4.250927	0.06192	0.509721	-1.338517	3.213063	Mo17	1	3.4050446273866646	TRUE
3	3	92	101.57	4.417785	0.068381	0.516182	-1.409571	4.465678	Mo17	1	3.4050446273866646	TRUE
3	3	93	102.36	3.973777	0.058071	0.505872	-1.30282	6.447564	Mo17	1	3.4050446273866646	TRUE
3	3	93	103.36	4.111861	0.064255	0.512056	-1.369607	6.836689	Mo17	1	3.4050446273866646	TRUE
3	3	93	104.36	3.678444	0.058982	0.506783	-1.310476	9.516265	Mo17	1	3.4050446273866646	TRUE
3	4	46	52.7	3.753361	0.059651	0.460997	1.340914	3.875972	Mo17	0	3.4050446273866646	TRUE
3	4	46	53.7	4.795902	0.076292	0.477639	1.534304	3.534291	Mo17	0	3.4050446273866646	TRUE
3	4	47	54.02	5.018706	0.078313	0.47966	1.556527	3.47042	Mo17	0	3.4050446273866646	TRUE
3	4	47	55.02	5.341535	0.086171	0.487517	1.626392	3.304648	Mo17	0	3.4050446273866646	TRUE
3	4	47	56.02	5.490145	0.08846	0.489806	1.648528	3.259757	Mo17	0	3.4050446273866646	TRUE
3	4	47	57.02	5.48092	0.086354	0.4877	1.633479	3.155155	Mo17	0	3.4050446273866646	TRUE
3	4	48	57.32	5.490016	0.085652	0.486998	1.631018	3.244114	Mo17	0	3.4050446273866646	TRUE
3	4	50	57.66	6.599143	0.104119	0.505465	1.833554	2.40343	Mo17	0	3.4050446273866646	TRUE
3	4	51	58.34	6.105299	0.093788	0.495134	1.72611	2.629204	Mo17	0	3.4050446273866646	TRUE
3	4	52	58.9	6.151635	0.095565	0.496911	1.743829	2.43666	Mo17	0	3.4050446273866646	TRUE
3	4	53	59.51	5.842646	0.091772	0.493118	1.713747	7.042048	Mo17	0	3.4050446273866646	TRUE
3	4	55	60.37	7.112801	0.10864	0.509986	1.851769	2.074785	Mo17	0	3.4050446273866646	TRUE
3	4	55	61.37	7.444609	0.11592	0.517266	1.909919	2.618922	Mo17	0	3.4050446273866646	TRUE
3	4	55	62.37	7.578497	0.117195	0.518541	1.916146	2.940096	Mo17	0	3.4050446273866646	TRUE
3	4	55	63.37	7.574028	0.114964	0.51631	1.893552	3.07895	Mo17	0	3.4050446273866646	TRUE
3	4	56	63.62	7.643518	0.115833	0.51717900000000006	1.89995	3.232444	Mo17	0	3.4050446273866646	TRUE
3	4	57	63.74	8.14698	0.12176	0.523107	1.949477	3.306128	Mo17	0	3.4050446273866646	TRUE
3	4	58	64.35	8.017338	0.120303	0.52165	1.936566	3.417744	Mo17	0	3.4050446273866646	TRUE
3	4	58	65.35	6.971239	0.108131	0.509477	1.828888	3.369233	Mo17	0	3.4050446273866646	TRUE
3	4	59	65.53	6.651771	0.101616	0.502962	1.771157	3.098952	Mo17	0	3.4050446273866646	TRUE
3	4	60	65.9	5.056223	0.078869	0.480215	1.57951	19.596275	Mo17	0	3.4050446273866646	TRUE
3	4	60	66.9	5.378832	0.087758	0.489104	1.674746	21.491722	Mo17	0	3.4050446273866646	TRUE
3	4	60	67.9	5.39113	0.087559	0.488905	1.677401	20.96435	Mo17	0	3.4050446273866646	TRUE
3	4	61	68.58	5.190734	0.08075	0.482096	1.612285	19.191741	Mo17	0	3.4050446273866646	TRUE
3	4	61	69.58	5.372647	0.083576	0.484922	1.644296	20.54227	Mo17	0	3.4050446273866646	TRUE
3	4	62	69.82	5.407546	0.084002	0.485349	1.648978	20.361243	Mo17	0	3.4050446273866646	TRUE
3	4	62	70.82	5.315288	0.087438	0.488784	1.669695	22.4021	Mo17	0	3.4050446273866646	TRUE
3	4	63	71.53	4.674451	0.073252	0.474598	1.518795	20.719021	Mo17	0	3.4050446273866646	TRUE
3	4	63	72.53	4.655215	0.075306	0.476652	1.531058	22.307979	Mo17	0	3.4050446273866646	TRUE
3	4	63	73.53	4.463872	0.072279	0.473625	1.49011	22.561222	Mo17	0	3.4050446273866646	TRUE
3	5	47	52.36	4.667119	0.068715	0.50665	1.428926	3.419119	Mo17	1	3.4050446273866646	TRUE
3	5	47	53.36	5.042436	0.076292	0.514226	1.500148	3.171283	Mo17	1	3.4050446273866646	TRUE
3	5	47	54.36	5.157895	0.076272	0.514206	1.498814	2.8848	Mo17	1	3.4050446273866646	TRUE
3	5	48	54.69	5.157367	0.075349	0.513283	1.489813	2.759562	Mo17	1	3.4050446273866646	TRUE
3	5	49	54.94	5.156698	0.075358	0.513293	1.489874	2.756433	Mo17	1	3.4050446273866646	TRUE
